Date,Price,Open,High,Low,Vol.,Change %
2015-04-13,819.38,826.31,830.77,816.35,718.70M,-0.86%
2015-04-10,826.46,833.75,837.86,822.03,638.45M,-1.04%
2015-04-09,835.14,824.43,836.34,824.12,711.43M,0.86%
2015-04-08,827.99,824.96,828.85,820.05,688.24M,0.40%
2015-04-07,824.66,830.54,830.54,818.94,552.52M,-0.80%
2015-04-06,831.3,823.44,831.3,822.56,477.19M,0.16%
2015-04-03,829.94,819.74,830.47,815.01,458.66M,1.61%
2015-04-02,816.76,814.32,819.38,812.92,481.36M,0.58%
2015-04-01,812.09,810.9,815.04,806.5,558.20M,0.45%
2015-03-31,808.46,822.31,825.38,805.28,633.96M,-1.63%
2015-03-30,821.84,808.76,822.09,804.64,605.41M,1.59%
2015-03-27,808.94,812.41,812.59,802.34,632.38M,-0.72%
2015-03-26,814.82,812.81,814.82,806.96,686.66M,-1.41%
2015-03-25,826.49,825.81,836.38,821.79,630.80M,0.75%
2015-03-24,820.33,836.55,837.49,817.06,759.80M,-2.04%
2015-03-23,837.42,825.7,837.68,824.29,601.84M,1.50%
2015-03-20,825.06,822.48,827.32,816.46,681.48M,0.71%
2015-03-19,819.22,814.75,821.87,812.21,818.70M,2.48%
2015-03-18,799.42,799.73,801.91,791.6,672.44M,-0.11%
2015-03-17,800.31,787.63,801.04,786.78,679.28M,2.35%
2015-03-16,781.96,776.77,784.84,771.78,594.96M,2.03%
2015-03-13,766.42,785.64,790.98,766.42,696.65M,-2.11%
2015-03-12,782.93,793.33,795.53,775.47,699.70M,0.02%
2015-03-11,782.77,782.58,788.6,766.57,817.28M,0.38%
2015-03-10,779.77,808.2,810.51,779.77,818.34M,-3.31%
2015-03-09,806.45,812.07,817.57,805.86,727.36M,0.42%
2015-03-06,803.1,809.27,823.39,800.45,842.03M,-0.58%
2015-03-05,807.8,809.7,815.58,800.14,1.07B,-1.57%
2015-03-04,820.67,842.42,843.81,819.81,643.80M,-2.65%
2015-03-03,843.04,843.64,846.71,835.09,540.99M,0.43%
2015-03-02,839.47,844.05,846.74,838.58,558.69M,-0.24%
2015-02-27,841.48,860.95,864.37,837.85,862.62M,-2.06%
2015-02-26,859.15,864.9,873.98,859.04,775.37M,-0.94%
2015-02-25,867.33,872.64,878.47,864.7,744.45M,0.05%
2015-02-24,866.91,864.24,867.94,860.11,711.71M,0.47%
2015-02-23,862.88,854.87,863.21,848.5,624.82M,0.93%
2015-02-20,854.89,863.59,865.07,851.14,525.24M,-1.07%
2015-02-19,864.14,862.32,865.72,857.39,688.90M,1.14%
2015-02-18,854.42,846.13,855.8,841.52,599.22M,1.20%
2015-02-17,844.25,856.92,859.58,844.25,646.85M,-1.88%
2015-02-16,860.41,861.45,864.4,859.6,529.35M,0.27%
2015-02-13,858.09,862.61,863.57,855.9,633.05M,-0.32%
2015-02-12,860.83,837.86,860.83,837.86,839.24M,3.18%
2015-02-11,834.29,835.98,842,831.73,796.24M,0.38%
2015-02-10,831.16,850.01,853.67,829.75,761.47M,-1.72%
2015-02-09,845.74,850.09,850.2,832.43,819.96M,-0.49%
2015-02-06,849.87,858.9,864.26,849.1,676.31M,-0.93%
2015-02-05,857.89,859.19,865.02,851.46,759.74M,-0.14%
2015-02-04,859.1,878.21,879.28,856.71,832.91M,-1.83%
2015-02-03,875.09,900.48,900.48,871.16,717.53M,-2.46%
2015-02-02,897.13,891.45,898.58,886.74,463.24M,0.86%
2015-01-30,889.46,889.71,894.62,880.45,606.25M,0.44%
2015-01-29,885.58,896.91,902.42,885.58,611.88M,-1.97%
2015-01-28,903.42,917.06,918.06,902.76,659.83M,-0.89%
2015-01-27,911.5,915.46,917.53,905.6,601.46M,-0.29%
2015-01-26,914.13,905.49,914.13,902.94,545.74M,0.75%
2015-01-23,907.36,911.96,915.85,905.39,666.42M,-0.18%
2015-01-22,909.03,906.71,910.05,898.52,730.08M,0.65%
