日期,收盘,开盘,高,低,交易量,涨跌幅
2017年10月6日,"1,646.28","1,653.15","1,655.17","1,643.20",75.92M,-0.42%
2017年10月5日,"1,653.15","1,651.09","1,655.97","1,646.33",96.17M,0.12%
2017年10月4日,"1,651.09","1,649.18","1,651.73","1,645.57",89.80M,0.12%
2017年10月3日,"1,649.18","1,640.65","1,650.46","1,640.65",87.81M,0.52%
2017年10月2日,"1,640.65","1,637.82","1,641.65","1,634.69",85.37M,0.17%
2017年9月29日,"1,637.82","1,624.98","1,637.82","1,620.97",99.29M,0.79%
2017年9月28日,"1,624.98","1,624.57","1,627.31","1,618.85",102.85M,0.07%
2017年9月27日,"1,623.77","1,610.76","1,627.69","1,610.76",95.99M,0.81%
2017年9月26日,"1,610.76","1,604.10","1,614.12","1,601.86",78.77M,0.42%
2017年9月25日,"1,604.10","1,600.77","1,608.49","1,598.84",80.79M,0.21%
2017年9月22日,"1,600.77","1,595.91","1,600.77","1,591.70",91.11M,0.28%
2017年9月21日,"1,596.31","1,585.38","1,597.56","1,585.38",115.29M,0.69%
2017年9月20日,"1,585.38","1,584.43","1,588.48","1,581.90",91.98M,0.06%
2017年9月19日,"1,584.43","1,582.78","1,586.21","1,580.77",118.76M,0.10%
2017年9月18日,"1,582.78","1,578.87","1,586.82","1,578.31",118.11M,0.25%
2017年9月15日,"1,578.87","1,587.53","1,591.32","1,577.29",121.87M,-0.54%
2017年9月14日,"1,587.52","1,580.04","1,587.98","1,578.57",89.24M,0.47%
2017年9月13日,"1,580.04","1,580.13","1,580.90","1,575.76",83.40M,-0.01%
2017年9月12日,"1,580.13","1,572.16","1,581.13","1,572.13",85.89M,0.51%
2017年9月11日,"1,572.16","1,552.78","1,573.34","1,552.78",92.46M,1.28%
2017年9月8日,"1,552.32","1,553.03","1,553.23","1,545.28",79.85M,-0.05%
2017年9月7日,"1,553.03","1,541.27","1,553.87","1,537.74",101.20M,0.76%
2017年9月6日,"1,541.27","1,546.99","1,546.99","1,536.45",113.35M,-0.37%
2017年9月5日,"1,546.99","1,551.89","1,555.85","1,545.10",86.00M,-0.32%
2017年9月4日,"1,551.89","1,558.79","1,558.79","1,546.31",73.33M,-0.44%
2017年9月1日,"1,558.79","1,546.86","1,560.87","1,546.86",103.32M,0.77%
2017年8月31日,"1,546.86","1,535.96","1,550.55","1,535.96",112.83M,0.71%
2017年8月30日,"1,535.96","1,520.90","1,537.88","1,520.90",93.96M,0.99%
2017年8月29日,"1,520.90","1,536.88","1,536.88","1,517.77",109.79M,-1.04%
2017年8月28日,"1,536.88","1,540.82","1,543.80","1,532.43",61.38M,-0.26%
2017年8月25日,"1,540.82","1,537.99","1,551.62","1,537.96",89.24M,0.18%
2017年8月24日,"1,537.99","1,542.14","1,546.86","1,537.99",83.30M,-0.27%
2017年8月23日,"1,542.14","1,543.76","1,546.82","1,538.73",96.86M,-0.10%
2017年8月22日,"1,543.76","1,524.25","1,543.99","1,524.25",104.48M,1.28%
2017年8月21日,"1,524.25","1,532.12","1,532.12","1,519.22",75.03M,-0.51%
