日期,收盘,开盘,高,低,交易量,涨跌幅
2017年10月23日,"5,436.28","5,458.79","5,470.00","5,433.51",73.01M,-0.29%
2017年10月20日,"5,451.91","5,455.73","5,479.46","5,446.32",119.66M,-0.15%
2017年10月19日,"5,460.35","5,463.00","5,470.77","5,426.99",72.74M,-0.02%
2017年10月18日,"5,461.19","5,434.82","5,474.02","5,414.35",102.30M,0.19%
2017年10月17日,"5,450.85","5,449.21","5,454.47","5,425.26",100.02M,-0.03%
2017年10月16日,"5,452.53","5,445.58","5,453.15","5,422.40",134.03M,-0.10%
2017年10月13日,"5,457.96","5,458.73","5,466.79","5,437.34",152.88M,0.01%
2017年10月12日,"5,457.15","5,443.95","5,464.63","5,428.14",117.46M,0.33%
2017年10月11日,"5,439.32","5,431.15","5,444.87","5,423.41",110.81M,0.56%
2017年10月10日,"5,408.81","5,413.85","5,442.83","5,403.81",122.85M,-0.05%
2017年10月9日,"5,411.50","5,396.44","5,429.75","5,396.44",94.56M,0.30%
2017年10月6日,"5,395.27","5,426.64","5,440.79","5,389.88",106.49M,-0.60%
2017年10月5日,"5,427.77","5,393.96","5,427.77","5,392.04",99.74M,0.78%
2017年10月4日,"5,385.92","5,441.73","5,445.80","5,373.10",162.53M,-0.99%
2017年10月3日,"5,439.99","5,409.58","5,439.99","5,404.10",126.74M,0.76%
2017年10月2日,"5,399.04","5,412.04","5,416.62","5,379.93",114.18M,-0.19%
2017年9月29日,"5,409.58","5,390.12","5,409.58","5,382.75",138.64M,0.63%
2017年9月28日,"5,375.61","5,345.32","5,376.77","5,339.22",141.35M,0.79%
2017年9月27日,"5,333.61","5,325.73","5,347.59","5,319.56",124.33M,0.32%
2017年9月26日,"5,316.69","5,302.88","5,324.37","5,299.61",59.71M,0.07%
2017年9月25日,"5,313.09","5,307.67","5,330.92","5,300.00",119.43M,0.06%
2017年9月22日,"5,310.06","5,299.01","5,324.62","5,286.04",91.72M,0.08%
2017年9月21日,"5,305.98","5,301.65","5,309.17","5,288.50",108.68M,0.19%
2017年9月20日,"5,296.17","5,317.00","5,321.17","5,281.79",105.81M,-0.13%
