日期,收盘,开盘,高,低,交易量,涨跌幅
2020年9月8日,"1,290.46","1,314.21","1,314.21","1,281.21",11.48M,-1.53%
2020年9月7日,"1,310.55","1,291.63","1,313.46","1,291.63",8.61M,1.78%
2020年9月4日,"1,287.66","1,315.60","1,315.60","1,277.77",13.68M,-2.18%
2020年9月3日,"1,316.30","1,338.51","1,344.38","1,316.30",12.99M,-0.82%
2020年9月2日,"1,327.14","1,318.00","1,332.30","1,315.64",13.32M,1.27%
2020年9月1日,"1,310.48","1,322.86","1,329.68","1,310.48",14.00M,-0.81%
2020年8月31日,"1,321.23","1,315.67","1,322.07","1,314.05",15.30M,0.51%
2020年8月28日,"1,314.52","1,324.72","1,324.96","1,312.03",11.16M,-0.88%
2020年8月27日,"1,326.15","1,333.93","1,337.45","1,322.57",12.82M,-0.42%
2020年8月26日,"1,331.79","1,324.34","1,333.79","1,317.80",15.24M,0.41%
2020年8月25日,"1,326.35","1,320.63","1,329.78","1,319.37",10.60M,0.23%
2020年8月24日,"1,323.36","1,326.86","1,335.24","1,322.80",9.55M,0.36%
2020年8月21日,"1,318.62","1,316.30","1,325.46","1,309.75",9.93M,0.64%
2020年8月20日,"1,310.24","1,314.57","1,319.20","1,307.30",11.39M,-0.41%
2020年8月19日,"1,315.63","1,305.33","1,321.64","1,303.33",10.56M,0.82%
2020年8月18日,"1,304.93","1,321.92","1,322.37","1,299.90",14.57M,-1.48%
2020年8月17日,"1,324.53","1,310.63","1,324.61","1,309.01",9.44M,1.09%
2020年8月14日,"1,310.24","1,323.08","1,325.37","1,310.24",11.33M,-1.44%
2020年8月13日,"1,329.42","1,319.89","1,330.25","1,315.01",14.56M,0.08%
2020年8月12日,"1,328.36","1,313.06","1,328.38","1,303.80",15.96M,0.76%
2020年8月11日,"1,318.30","1,303.98","1,319.92","1,298.96",12.35M,2.14%
2020年8月10日,"1,290.66","1,298.30","1,299.55","1,286.35",8.31M,-0.42%
2020年8月7日,"1,296.13","1,280.49","1,298.11","1,279.89",9.52M,1.27%
2020年8月6日,"1,279.88","1,294.21","1,300.73","1,279.03",9.88M,-0.77%
2020年8月5日,"1,289.75","1,289.49","1,297.11","1,287.31",9.06M,0.05%
2020年8月4日,"1,289.08","1,304.37","1,308.74","1,280.91",10.35M,-1.22%
2020年8月3日,"1,305.03","1,280.77","1,307.81","1,279.65",11.14M,1.38%
2020年7月31日,"1,287.22","1,299.41","1,313.25","1,286.36",11.75M,-0.73%
2020年7月30日,"1,296.65","1,302.67","1,313.23","1,290.36",11.07M,-0.53%
2020年7月29日,"1,303.53","1,309.64","1,313.08","1,301.97",9.77M,-0.65%
2020年7月28日,"1,312.08","1,308.78","1,315.82","1,304.63",8.14M,0.09%
2020年7月27日,"1,310.84","1,300.07","1,312.05","1,297.83",8.41M,0.50%
2020年7月24日,"1,304.27","1,314.68","1,317.20","1,300.48",9.23M,-1.69%
2020年7月23日,"1,326.64","1,334.26","1,339.95","1,326.57",8.30M,-0.37%
2020年7月22日,"1,331.58","1,340.05","1,342.39","1,329.36",8.93M,-0.74%
2020年7月21日,"1,341.52","1,339.54","1,349.73","1,337.85",13.17M,0.37%
2020年7月20日,"1,336.58","1,317.36","1,340.64","1,315.76",13.74M,1.73%
2020年7月17日,"1,313.85","1,306.41","1,315.68","1,303.89",13.22M,0.75%
2020年7月16日,"1,304.07","1,299.50","1,305.01","1,291.27",9.80M,-0.37%
2020年7月15日,"1,308.90","1,290.74","1,308.90","1,286.94",11.97M,2.22%
2020年7月14日,"1,280.50","1,292.43","1,292.74","1,274.72",11.67M,-1.46%
2020年7月13日,"1,299.44","1,287.78","1,299.44","1,281.87",11.67M,0.95%
2020年7月10日,"1,287.26","1,279.84","1,292.44","1,279.84",9.92M,0.14%
2020年7月9日,"1,285.41","1,285.19","1,293.03","1,284.24",12.64M,0.29%
2020年7月8日,"1,281.74","1,273.96","1,282.40","1,269.97",13.03M,0.59%
2020年7月7日,"1,274.28","1,271.73","1,275.93","1,260.84",11.98M,-0.28%
2020年7月6日,"1,277.87","1,278.03","1,280.88","1,268.13",10.42M,0.64%
2020年7月3日,"1,269.71","1,274.24","1,282.14","1,267.99",8.47M,-0.28%
2020年7月2日,"1,273.27","1,261.45","1,273.27","1,254.52",14.93M,1.49%
2020年7月1日,"1,254.60","1,247.56","1,256.22","1,241.24",13.47M,0.96%
2020年6月30日,"1,242.72","1,243.36","1,249.42","1,240.03",13.06M,-0.09%
2020年6月29日,"1,243.79","1,243.63","1,254.19","1,240.38",11.31M,-0.23%
2020年6月26日,"1,246.65","1,256.32","1,262.33","1,245.19",10.93M,-0.59%
2020年6月25日,"1,254.10","1,246.32","1,256.98","1,240.12",15.00M,-0.26%
2020年6月24日,"1,257.40","1,270.99","1,273.38","1,254.98",12.27M,-1.75%
2020年6月23日,"1,279.83","1,275.94","1,280.30","1,269.67",14.68M,1.61%
2020年6月22日,"1,259.56","1,262.25","1,272.25","1,257.82",10.90M,-0.44%
2020年6月19日,"1,265.13","1,256.47","1,275.55","1,255.25",25.94M,1.45%
2020年6月18日,"1,247.09","1,254.48","1,259.78","1,243.85",12.23M,-0.91%
2020年6月17日,"1,258.53","1,238.21","1,258.53","1,237.40",18.97M,1.86%
2020年6月16日,"1,235.53","1,232.14","1,243.12","1,231.00",19.96M,1.22%
2020年6月15日,"1,220.59","1,205.12","1,226.70","1,194.89",17.85M,-0.33%
2020年6月12日,"1,224.69","1,205.38","1,235.32","1,204.70",16.73M,-0.11%
2020年6月11日,"1,226.03","1,229.82","1,242.55","1,224.25",18.94M,-1.36%
2020年6月10日,"1,242.90","1,226.91","1,243.91","1,226.91",18.29M,1.11%
2020年6月9日,"1,229.24","1,226.34","1,243.47","1,220.80",20.99M,0.40%
2020年6月8日,"1,224.34","1,231.30","1,232.00","1,213.44",28.23M,-0.58%
2020年6月4日,"1,231.49","1,231.31","1,241.33","1,229.00",17.90M,-0.33%
2020年6月3日,"1,235.60","1,236.23","1,237.82","1,226.13",16.86M,0.10%
2020年6月2日,"1,234.33","1,244.29","1,245.24","1,223.08",20.74M,0.03%
2020年5月29日,"1,233.94","1,233.27","1,245.60","1,225.36",59.88M,0.04%
2020年5月28日,"1,233.47","1,208.32","1,236.27","1,206.56",20.21M,3.45%
2020年5月27日,"1,192.37","1,234.27","1,236.55","1,192.37",25.39M,-3.25%
2020年5月26日,"1,232.39","1,247.09","1,247.30","1,228.78",20.78M,-0.52%
2020年5月25日,"1,238.79","1,216.48","1,244.12","1,215.36",14.63M,1.23%
2020年5月20日,"1,223.79","1,205.88","1,223.86","1,204.36",16.51M,1.26%
2020年5月19日,"1,208.53","1,201.16","1,212.56","1,198.29",17.60M,0.80%
2020年5月18日,"1,198.88","1,189.31","1,200.96","1,188.33",18.97M,1.79%
2020年5月15日,"1,177.76","1,184.89","1,191.25","1,175.34",17.40M,0.29%
2020年5月14日,"1,174.33","1,182.29","1,189.79","1,174.33",19.80M,-0.89%
2020年5月13日,"1,184.87","1,176.73","1,188.29","1,170.56",17.50M,-0.24%
2020年5月12日,"1,187.71","1,184.00","1,196.05","1,179.55",23.56M,0.01%
2020年5月11日,"1,187.63","1,181.32","1,187.63","1,172.61",19.01M,1.48%
2020年5月7日,"1,170.32","1,162.73","1,178.92","1,161.99",17.36M,1.00%
2020年5月6日,"1,158.72","1,164.76","1,174.76","1,156.60",21.87M,0.54%
2020年5月5日,"1,152.46","1,148.39","1,156.62","1,145.18",20.00M,0.70%
2020年5月4日,"1,144.41","1,149.13","1,153.01","1,142.07",16.09M,-0.99%
2020年5月1日,"1,155.80","1,151.96","1,164.29","1,147.79",9.67M,-0.97%
