Date,Price,Open,High,Low,Vol.,Change %
2015-01-07,"3,193.83","3,212.63","3,213.59","3,186.74",16.02M,0.11%
2015-01-06,"3,190.24","3,213.48","3,226.41","3,189.48",13.43M,-0.56%
2015-01-05,"3,208.15","3,270.35","3,306.17","3,205.26",14.49M,-2.24%
2015-01-02,"3,281.61","3,297.05","3,302.90","3,266.76",8.19M,-0.11%
2014-12-31,"3,285.26","3,262.89","3,287.95","3,262.89",2.30M,0.27%
2014-12-30,"3,276.41","3,305.20","3,307.23","3,276.41",7.86M,-1.17%
2014-12-29,"3,315.13","3,302.08","3,315.76","3,281.45",8.03M,0.25%
2014-12-24,"3,306.81","3,309.35","3,315.78","3,306.53",1.62M,-0.39%
2014-12-23,"3,319.71","3,284.76","3,319.71","3,284.76",8.37M,1.10%
2014-12-22,"3,283.48","3,273.68","3,295.12","3,273.68",10.92M,0.15%
2014-12-19,"3,278.69","3,271.49","3,288.61","3,245.40",25.55M,0.93%
2014-12-18,"3,248.62","3,207.50","3,248.62","3,200.57",19.80M,2.49%
2014-12-17,"3,169.83","3,149.16","3,179.94","3,130.25",15.42M,-0.27%
2014-12-16,"3,178.31","3,129.89","3,178.31","3,088.45",24.65M,1.81%
2014-12-15,"3,121.81","3,171.56","3,198.65","3,117.58",16.90M,-1.74%
2014-12-12,"3,177.22","3,245.00","3,245.00","3,174.03",14.43M,-2.60%
2014-12-11,"3,261.96","3,252.56","3,278.58","3,247.39",12.40M,0.22%
2014-12-10,"3,254.78","3,270.02","3,286.82","3,244.23",11.19M,0.01%
2014-12-09,"3,254.51","3,300.06","3,308.97","3,249.23",14.81M,-2.11%
2014-12-08,"3,324.67","3,321.25","3,335.79","3,316.65",8.52M,-0.33%
2014-12-05,"3,335.69","3,298.64","3,335.69","3,298.64",14.45M,2.06%
2014-12-04,"3,268.36","3,300.79","3,318.37","3,264.10",14.32M,-0.86%
